"JURISDICTION","AGE_GROUP","DETECTION_METHOD","Month","DETECTION_TYPE","Sum(FINES)","POPULATION"
"WA","40-64","Police issued",3,"police_issued",1719,893966
"WA","40-64","Police issued",4,"police_issued",1728,893966
"WA","40-64","Police issued",5,"police_issued",1756,893966
"WA","40-64","Police issued",6,"police_issued",1647,893966
"WA","40-64","Police issued",7,"police_issued",1460,893966
"WA","40-64","Police issued",8,"police_issued",1909,893966
"WA","40-64","Police issued",9,"police_issued",1541,893966
"WA","40-64","Police issued",10,"police_issued",1685,893966
"WA","40-64","Police issued",11,"police_issued",1652,893966
"WA","40-64","Police issued",12,"police_issued",1260,893966
"WA","40-64","Red light camera",1,"camera_issued",7450,893966
"WA","40-64","Red light camera",2,"camera_issued",5845,893966
"WA","40-64","Red light camera",3,"camera_issued",6471,893966
"WA","40-64","Red light camera",4,"camera_issued",6593,893966
"WA","40-64","Red light camera",5,"camera_issued",6253,893966
"WA","40-64","Red light camera",6,"camera_issued",4600,893966
"WA","40-64","Red light camera",7,"camera_issued",7979,893966
"WA","40-64","Red light camera",8,"camera_issued",7557,893966
"WA","40-64","Red light camera",9,"camera_issued",7520,893966
"WA","40-64","Red light camera",10,"camera_issued",7845,893966
"WA","40-64","Red light camera",11,"camera_issued",7383,893966
"WA","40-64","Red light camera",12,"camera_issued",8220,893966
"WA","65 and over","Average speed camera",1,"camera_issued",85,463428
"WA","65 and over","Average speed camera",2,"camera_issued",112,463428
"WA","65 and over","Average speed camera",3,"camera_issued",123,463428
"WA","65 and over","Average speed camera",4,"camera_issued",104,463428
"WA","65 and over","Average speed camera",5,"camera_issued",95,463428
"WA","65 and over","Average speed camera",6,"camera_issued",100,463428
"WA","65 and over","Average speed camera",7,"camera_issued",118,463428
"WA","65 and over","Average speed camera",8,"camera_issued",97,463428
"WA","65 and over","Average speed camera",9,"camera_issued",90,463428
"WA","65 and over","Average speed camera",10,"camera_issued",113,463428
"WA","65 and over","Average speed camera",11,"camera_issued",97,463428
"WA","65 and over","Average speed camera",12,"camera_issued",104,463428
"WA","65 and over","Fixed camera",1,"camera_issued",1618,463428
"WA","65 and over","Fixed camera",2,"camera_issued",1323,463428
"WA","65 and over","Fixed camera",3,"camera_issued",1210,463428
"WA","65 and over","Fixed camera",4,"camera_issued",1152,463428
"WA","65 and over","Fixed camera",5,"camera_issued",1038,463428
"WA","65 and over","Fixed camera",6,"camera_issued",916,463428
"WA","65 and over","Fixed camera",7,"camera_issued",1072,463428
"WA","65 and over","Fixed camera",8,"camera_issued",1191,463428
"WA","65 and over","Fixed camera",9,"camera_issued",940,463428
"WA","65 and over","Fixed camera",10,"camera_issued",1084,463428
"WA","65 and over","Fixed camera",11,"camera_issued",942,463428
"WA","65 and over","Fixed camera",12,"camera_issued",1347,463428
"WA","65 and over","Mobile camera",1,"camera_issued",3317,463428
"WA","65 and over","Mobile camera",2,"camera_issued",4878,463428
"WA","65 and over","Mobile camera",3,"camera_issued",4273,463428
"WA","65 and over","Mobile camera",4,"camera_issued",4021,463428
"WA","65 and over","Mobile camera",5,"camera_issued",3762,463428
"WA","65 and over","Mobile camera",6,"camera_issued",3301,463428
"WA","65 and over","Mobile camera",7,"camera_issued",4116,463428
"WA","65 and over","Mobile camera",8,"camera_issued",4523,463428
"WA","65 and over","Mobile camera",9,"camera_issued",4267,463428
"WA","65 and over","Mobile camera",10,"camera_issued",4457,463428
"WA","65 and over","Mobile camera",11,"camera_issued",3567,463428
"WA","65 and over","Mobile camera",12,"camera_issued",4121,463428
"WA","65 and over","Police issued",1,"police_issued",401,463428
"WA","65 and over","Police issued",2,"police_issued",348,463428
"WA","65 and over","Police issued",3,"police_issued",333,463428
"WA","65 and over","Police issued",4,"police_issued",329,463428
"WA","65 and over","Police issued",5,"police_issued",351,463428
"WA","65 and over","Police issued",6,"police_issued",322,463428
"WA","65 and over","Police issued",7,"police_issued",284,463428
"WA","65 and over","Police issued",8,"police_issued",360,463428
"WA","65 and over","Police issued",9,"police_issued",295,463428
"WA","65 and over","Police issued",10,"police_issued",340,463428
"WA","65 and over","Police issued",11,"police_issued",343,463428
"WA","65 and over","Police issued",12,"police_issued",235,463428
"WA","65 and over","Red light camera",1,"camera_issued",2027,463428
"WA","65 and over","Red light camera",2,"camera_issued",1464,463428
"WA","65 and over","Red light camera",3,"camera_issued",1685,463428
"WA","65 and over","Red light camera",4,"camera_issued",1745,463428
"WA","65 and over","Red light camera",5,"camera_issued",1630,463428
"WA","65 and over","Red light camera",6,"camera_issued",1176,463428
"WA","65 and over","Red light camera",7,"camera_issued",2512,463428
"WA","65 and over","Red light camera",8,"camera_issued",2251,463428
"WA","65 and over","Red light camera",9,"camera_issued",2202,463428
"WA","65 and over","Red light camera",10,"camera_issued",2378,463428
"WA","65 and over","Red light camera",11,"camera_issued",2304,463428
"WA","65 and over","Red light camera",12,"camera_issued",2610,463428
